<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>,<OPENINT>
^SPX,60,20240806,180000,5270.37,5274.07,5240.02,5273.17,199174190,0
^SPX,60,20240806,190000,5275,5295.46,5270.94,5292.66,206031897,0
^SPX,60,20240806,200000,5290.45,5299.43,5286.64,5294.45,192571088,0
^SPX,60,20240806,210000,5294.51,5312.34,5285.11,5292.72,214121626,0
^SPX,60,20240806,220000,5290.94,5290.94,5237.55,5240.03,740988371,0
^SPX,60,20240807,160000,5296.05,5325.19,5296.04,5325.19,212102307,0
^SPX,60,20240807,170000,5329.49,5329.49,5298.96,5320.2,230571419,0
^SPX,60,20240807,180000,5320.88,5325.96,5286.89,5296.16,225535632,0
^SPX,60,20240807,190000,5290.64,5295.31,5262.79,5266.92,181862676,0
^SPX,60,20240807,200000,5267.78,5268.42,5231.12,5235.26,196564831,0
^SPX,60,20240807,210000,5233.7,5236.24,5203.91,5208.11,235538953,0
^SPX,60,20240807,220000,5209.15,5234.45,5195.61,5199.5,724566277,0
^SPX,60,20240808,160000,5251.1,5264.46,5233.89,5264.46,112528677,0
