<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>,<OPENINT>
BTC.V,60,20241124,120000,98053.01,98092.67,97568.4,97795.82,1430.025436094,0
BTC.V,60,20241124,130000,97795.82,97860.04,97367.65,97409.44,2098.267059277,0
BTC.V,60,20241124,140000,97384.47,97546.93,96517.2,96996.89,3724.1075636418,0
BTC.V,60,20241124,150000,96988.46,97714.8,96832.16,97299.52,2636.93340085,0
BTC.V,60,20241124,160000,97299.51,97299.52,96651.88,97107.57,2700.122786062,0
BTC.V,60,20241124,170000,97107.57,97168.98,95970.61,95970.62,3237.3394524203,0
BTC.V,60,20241124,180000,95956.17,96789.58,95791.76,96444.49,3125.848880857,0
BTC.V,60,20241124,190000,96444.48,96455.13,95784.92,95940.23,2438.354549966,0
BTC.V,60,20241124,200000,95940.23,96619.87,95869.73,96596.45,1610.8281462347,0
BTC.V,60,20241124,210000,96567.62,96578.14,96187.24,96372.02,1565.6632319604,0
BTC.V,60,20241124,220000,96372.99,96887.61,96247.43,96878.78,1493.440373477,0
BTC.V,60,20241124,230000,96879.73,97055.52,96638.5,97032.1,1293.8215106312,0
BTC.V,60,20241124,235900,97032.11,98097.99,97032.11,98097.99,2561.419018208,0
BTC.V,60,20241125,010000,98092.99,98457.99,97687.84,97997.9,3062.00267953,0
BTC.V,60,20241125,020000,97997.94,98157.86,97625.55,97829.4,2073.7958593981,0
BTC.V,60,20241125,030000,97812.97,97938.35,96993.61,97302.43,2776.641236628,0
BTC.V,60,20241125,040000,97302.43,97811.99,97299.73,97465.99,1628.0485285834,0
BTC.V,60,20241125,050000,97466,97996.7,97435.53,97995.72,1541.5047014365,0
BTC.V,60,20241125,060000,97995.72,98148.05,97641.53,97904.64,2000.91354526,0
BTC.V,60,20241125,070000,97904.65,98344.55,97881.02,98187.65,2329.661097358,0
BTC.V,60,20241125,080000,98187.64,98482.25,98147.66,98183.87,1949.2496783285,0
BTC.V,60,20241125,090000,98190.75,98384.64,97842.8,98155.2,1926.767054833,0
BTC.V,60,20241125,100000,98155.19,98385.37,97958.61,98311.19,1700.5139686673,0
BTC.V,60,20241125,110000,98311.08,98960.78,98298.29,98570.76,3285.616113243,0
BTC.V,60,20241125,120000,98550.31,98754.95,98276.08,98387.18,2025.2596799296,0
BTC.V,60,20241125,130000,98387.18,98596.41,98095.82,98272.52,1769.3068138092,0
BTC.V,60,20241125,140000,98272.53,98397.63,97928.28,97976.37,1883.0366188053,0
BTC.V,60,20241125,150000,97976.36,98006.08,97293.2,97524.84,2820.8532142811,0
BTC.V,60,20241125,160000,97524.82,97698.58,95783.95,95919.78,4726.509546277,0
BTC.V,60,20241125,170000,95908.01,96496.67,94585.15,96007.91,8615.22643912,0
BTC.V,60,20241125,180000,96007.91,96500.95,95701.92,95920.05,3361.386794983,0
BTC.V,60,20241125,190000,95916.14,95916.14,94845.76,95219.05,4604.96488917,0
BTC.V,60,20241125,200000,95219.04,95891.32,94862.14,95109.42,3226.912963355,0
BTC.V,60,20241125,210000,95139.99,95286.08,94455.99,94680.01,4099.077633342,0
BTC.V,60,20241125,220000,94670.43,95312.14,94512.37,94961.81,4312.6905002025,0
BTC.V,60,20241125,230000,94977.74,95190.43,93555.59,93721.24,4242.650950345,0
BTC.V,60,20241125,235900,93729.51,94390.03,92587.85,94373.3,6149.87717739,0
BTC.V,60,20241126,010000,94378.18,94378.18,92818.13,93012.46,4734.534719237,0
BTC.V,60,20241126,020000,93003.5,94347.51,92828.57,93809.72,3728.883824716,0
BTC.V,60,20241126,030000,93827.12,94889.39,93816.98,94888.44,3158.310505719,0
BTC.V,60,20241126,040000,94888.44,94943.61,94431.96,94608.8,2336.5647115386,0
BTC.V,60,20241126,050000,94608.79,94728.41,94258.15,94492.34,1945.050037174,0
BTC.V,60,20241126,060000,94492.34,94565.15,94085.58,94326.5,1829.5057889125,0
BTC.V,60,20241126,070000,94321.82,94691.78,94207.08,94665.94,1692.251592225,0
BTC.V,60,20241126,080000,94665.95,94992.35,94476.45,94523.37,1856.3375345091,0
BTC.V,60,20241126,090000,94523.37,94538.82,93554.87,93783.97,2847.646315659,0
BTC.V,60,20241126,100000,93785.71,93785.71,92325.39,93149.36,4744.56169669,0
BTC.V,60,20241126,110000,93149.37,93746.06,93083.46,93541.12,2610.885167574,0
BTC.V,60,20241126,120000,93540.19,93773.31,92279.19,92310.77,3098.484259686,0
BTC.V,60,20241126,130000,92306.75,92668.46,91439.01,92373.25,4266.485420798,0
BTC.V,60,20241126,140000,92339.1,92670,91779.8,92135.65,3311.4352447333,0
BTC.V,60,20241126,150000,92133.01,92892.11,91901.95,92140.84,3417.51622175,0
BTC.V,60,20241126,160000,92132.89,93464.73,91693.2,93269.26,3805.21861292,0
BTC.V,60,20241126,170000,93266.41,93561.59,92353.23,92848.35,3513.665273444,0
BTC.V,60,20241126,180000,92831.43,94726.08,92811.43,94077.58,4213.733196727,0
BTC.V,60,20241126,190000,94083.03,94091.87,93448.52,93568.58,3086.068821371,0
BTC.V,60,20241126,200000,93568.58,93653.53,92027.6,92137.79,3725.2272244065,0
BTC.V,60,20241126,210000,92145.79,92685.74,91575.48,91706.28,4039.129109611,0
BTC.V,60,20241126,220000,91700.4,92025.26,90762.77,90999.81,6370.10872652,0
BTC.V,60,20241126,230000,91030.81,91876.63,90794.22,91656.8,2878.780143046,0
BTC.V,60,20241126,235900,91665.23,92329.82,91521.2,91776.24,2351.8031916846,0
BTC.V,60,20241127,010000,91735.77,92031.57,91553.2,91920.1,2038.6237870256,0
BTC.V,60,20241127,020000,91920.1,92380.85,91748.09,91894.28,2547.1362076292,0
BTC.V,60,20241127,030000,91894.28,92779.58,91779.35,92721.39,2653.37763017,0
BTC.V,60,20241127,040000,92721.4,93002.96,92271.57,92905.2,2441.3969207062,0
BTC.V,60,20241127,050000,92898.73,92902.4,92478.24,92544.48,2388.1264899857,0
BTC.V,60,20241127,060000,92544.47,93146.08,92471.07,92527.89,2831.8824114637,0
BTC.V,60,20241127,070000,92531.9,92779.03,92327.15,92736.61,1612.8472652114,0
BTC.V,60,20241127,080000,92734.61,93362.37,92734.61,93038.38,2156.2833900224,0
BTC.V,60,20241127,090000,93038.38,93619.91,92994.23,93569.08,1913.3499345003,0
BTC.V,60,20241127,100000,93571.93,93581.85,93218.3,93417.32,1939.3489651307,0
BTC.V,60,20241127,110000,93417.33,93476.12,93096.09,93395.09,1545.9721847658,0
BTC.V,60,20241127,120000,93395.09,93879.03,93343.55,93822.58,1959.1737081345,0
BTC.V,60,20241127,130000,93818.54,93820.52,93312.2,93366.13,1570.5232299014,0
BTC.V,60,20241127,140000,93366.12,93500,92848.01,93500,2424.9281080049,0
BTC.V,60,20241127,150000,93496.13,94252.83,93472.09,94252.82,2682.177222106,0
BTC.V,60,20241127,160000,94252.82,94880.43,94170.81,94880.43,3986.281139563,0
BTC.V,60,20241127,170000,94880.42,95907.51,94443.28,95712.17,5002.614619819,0
BTC.V,60,20241127,180000,95709.21,96350.46,95322.99,95750.73,5162.542523215,0
BTC.V,60,20241127,190000,95739.48,96394.36,95364.99,96343.49,4009.0804215744,0
BTC.V,60,20241127,200000,96343.48,96599.52,96108.64,96215.62,3006.774422579,0
BTC.V,60,20241127,210000,96215.63,96756.52,96013.64,96756.51,3438.937888178,0
BTC.V,60,20241127,220000,96756.51,97354.02,96450.7,96474.72,4486.4812810295,0
BTC.V,60,20241127,230000,96475.69,96710.91,96180.14,96364.9,2978.379705717,0
BTC.V,60,20241127,235900,96394.93,96635.82,96132.04,96143.52,1968.916869869,0
BTC.V,60,20241128,010000,96143.53,96269.25,95830.18,95949.4,2450.950119673,0
BTC.V,60,20241128,020000,95949.4,96657.67,95808.37,96644.7,2035.450310586,0
BTC.V,60,20241128,030000,96645.67,96645.67,96189.27,96373.32,1723.436632621,0
BTC.V,60,20241128,040000,96375.99,96539.83,95713.75,95786.89,2219.499518807,0
BTC.V,60,20241128,050000,95786.88,95876.5,94908.35,95555.45,2525.636176028,0
